,state_fips,county_fips,year,debt_ratio_low,debt_ratio_high,corp_income_tax_low,corp_income_tax_high,income_tax_low,income_tax_high,11_avg_annual_employee_pct_chg,21_avg_annual_employee_pct_chg,22_avg_annual_employee_pct_chg,23_avg_annual_employee_pct_chg,42_avg_annual_employee_pct_chg,51_avg_annual_employee_pct_chg,52_avg_annual_employee_pct_chg,53_avg_annual_employee_pct_chg,54_avg_annual_employee_pct_chg,55_avg_annual_employee_pct_chg,56_avg_annual_employee_pct_chg,61_avg_annual_employee_pct_chg,62_avg_annual_employee_pct_chg,71_avg_annual_employee_pct_chg,72_avg_annual_employee_pct_chg,81_avg_annual_employee_pct_chg,92_avg_annual_employee_pct_chg,99_avg_annual_employee_pct_chg,11_avg_annual_pay_pct_chg,21_avg_annual_pay_pct_chg,22_avg_annual_pay_pct_chg,23_avg_annual_pay_pct_chg,42_avg_annual_pay_pct_chg,51_avg_annual_pay_pct_chg,52_avg_annual_pay_pct_chg,53_avg_annual_pay_pct_chg,54_avg_annual_pay_pct_chg,55_avg_annual_pay_pct_chg,56_avg_annual_pay_pct_chg,61_avg_annual_pay_pct_chg,62_avg_annual_pay_pct_chg,71_avg_annual_pay_pct_chg,72_avg_annual_pay_pct_chg,81_avg_annual_pay_pct_chg,92_avg_annual_pay_pct_chg,99_avg_annual_pay_pct_chg,median_sale_price_yoy,median_list_price_yoy,median_ppsf_yoy,median_list_ppsf_yoy,homes_sold_yoy,new_listings_yoy,inventory_yoy,months_of_supply_yoy,median_dom_yoy,avg_sale_to_list_yoy,sold_above_list_yoy,vehicles_per_person,travel_time_to_work,population,household_income,home_value_median,birth_15_19_pct,birth_20_24_pct,birth_25_29_pct,birth_30_34_pct,birth_35_39_pct,birth_40_44_pct,birth_45_50_pct,grade12_nodiploma_pct,hs_diploma_pct,some_college_lessthan_1yr_pct,some_college_greaterthan_1yr_pct,bachelor_degree_pct,master_degree_pct,professional_degree_pct,doctorate_degree_pct,occupied_units_pct,vacant_units_pct,annual_change_pct
0,1.0,01015,2019,1.28,1.475,6.5,6.5,2.0,5.0,0.0,0.0,-6.956521739130435,5.646817248459959,1.4879107253564787,-4.13625304136253,-0.6600660066006601,10.103626943005182,-0.6525285481239804,31.32530120481928,-9.878744650499288,-0.33271719038817005,-3.5454404706610934,12.206572769953052,-0.5306122448979592,0.0,7.838703599020162,0.0,0.0,0.0,3.4435665800042488,4.008234948111424,5.26046181732209,-0.002030992952454455,-1.047197640117994,6.620241785076949,0.6974297807486188,20.404377083202313,1.9343617133420008,10.826864600449507,0.8007192791571924,19.37946144603859,2.582656783150959,1.6202498698594483,3.8254569819301074,0.0,-0.144827586206897,0.181983621474067,0.0734586929085863,0.0873021571664494,0.306666666666667,0.0779220779220779,-0.0640732265446224,-1.6,-16.0,-0.0071067415164597,0.018095238095238,0.3929052418467497,45413.0,113605.0,44636.0,121600.0,0.06336696090794451,0.07316007861978598,0.15835520559930008,0.08716577540106951,0.012559307842590009,0.01674364896073903,0.0,0.008520751727476784,0.19780819506183706,0.03630121913648167,0.1154790722239338,0.07994366445138858,0.03447911623608116,0.009471414110294441,0.010404471634171032,0.829526659109071,0.17047334089092903,3.43
1,1.0,01043,2019,1.64,1.905,6.5,6.5,2.0,5.0,0.0,0.0,-2.5,2.006172839506173,3.598014888337469,3.4482758620689653,0.14388489208633093,-1.0526315789473684,1.3806706114398422,-0.591715976331361,-6.499535747446611,0.0,0.1773948302078054,8.94308943089431,3.477617462079171,-7.599309153713299,3.4482758620689653,0.0,0.0,0.0,-3.9175145792709682,10.448501452492856,5.347244177468648,2.521803089208784,3.803787252470375,4.9239681390296886,1.835972322451925,2.9186029673121734,5.871352320099739,15.765327401640484,4.005465266791313,6.737148482643496,1.7878426698450536,-4.06999429720563,0.6156851089125728,0.0,0.554166666666667,1.06148729042726,0.298904678952022,0.546824294413152,0.636363636363636,0.0,0.328358208955224,-1.2,49.0,0.0083758185726854,-0.106060606060606,0.38308184509597937,35141.0,83768.0,32090.0,137600.0,0.0,0.06911705952856573,0.20841525756979945,0.08495238095238095,0.011140583554376658,0.0,0.0,0.013525451246299303,0.16249641868016426,0.055355266927705093,0.10977939069811861,0.07085044408365963,0.03336596313628116,0.0040827046127399486,0.0020174768407983956,0.8388226683396068,0.16117733166039314,4.19
2,1.0,01049,2019,1.145,1.325,6.5,6.5,2.0,5.0,100.0,100.0,0.0,4.506065857885615,0.0,3.0864197530864197,2.0,6.870229007633588,-2.7777777777777777,10.344827586206897,22.29367631296892,-3.1578947368421053,0.7551669316375199,-2.5,2.654387865655471,5.932203389830509,2.7645376549094376,0.0,100.0,100.0,0.0,9.289110518381074,0.0,-0.3987240829346092,10.301150316660204,0.9128065395095367,12.636544190665342,1.0445233706484436,-8.750356284865019,-10.201476383415663,2.0158368004294727,9.030249110320284,1.3616862525648201,-0.04839831815844399,2.635730102422442,0.0,0.3,-0.0164041994750656,0.253858024691358,0.0456454397522048,-0.181818181818182,0.15,0.0862068965517241,1.7,-11.0,0.0327754596551718,0.198653198653199,0.34790877183169494,31599.0,71513.0,24880.0,115200.0,0.15138993238166792,0.01768346595932803,0.13369713506139155,0.0,0.16,0.0,0.03739551253849538,0.011018975570875226,0.19613217177296435,0.048131109029127574,0.07283990323437696,0.05164096038482514,0.029071637324682226,0.003174248038818117,0.0,0.7871923052584953,0.21280769474150477,4.22
3,1.0,01055,2019,1.5275,1.76,6.5,6.5,2.0,5.0,0.0,0.0,0.0,-12.702960840496658,1.2486992715920915,4.4673539518900345,0.0,-2.0761245674740483,5.237315875613748,-2.4390243902439024,-10.501050105010501,0.0,3.7037037037037033,-4.507042253521127,-1.8857758620689655,2.206896551724138,-2.6506024096385543,0.0,0.0,0.0,1.9648592480634801,-3.2600139933531573,0.7252714435034877,8.88025225489477,2.05716760502382,6.065759637188209,1.2611361795672797,9.288751171002378,3.8918100701083493,0.0,10.847520815210638,4.292005672911846,-13.770785940854186,1.4874615566595695,2.833569628229364,0.0,0.198135198135198,0.155285313376988,0.114006132965248,0.186651344252163,0.161290322580645,0.393939393939394,0.0,-0.8,-49.0,-0.0014744689374424,-0.017921146953405,0.3916474361481597,40821.0,102268.0,40053.0,127500.0,0.015605749486652977,0.1348221670802316,0.07707641196013289,0.06419836956521739,0.0,0.010140172979421413,0.0,0.0237904329800133,0.17971408456213087,0.06120194000078226,0.11776899910040287,0.07357140063362928,0.03017561700629718,0.009074197207337584,0.008125708921656823,0.8369658342910876,0.16303416570891233,3.6
4,1.0,01073,2019,0.895,1.1,6.5,6.5,2.0,5.0,1.4084507042253522,3.1746031746031744,0.18372221201543268,4.767323471282267,-1.8588047024065981,0.0,0.05069825321473015,3.9519852262234534,5.003840667178756,-0.10300429184549358,0.8528308626540453,0.6663406284386844,2.3339419149616973,2.4504084014002334,0.4491876393755973,-0.3351074315000986,-0.24669603524229075,0.0,5.466168498801373,-5.259696276590523,10.282871656392834,3.2397578045136433,2.852007358207069,-24.16812799030114,-11.824283775424473,2.4583014881086185,-0.9657549871993106,-13.888424641508173,4.253888995582869,3.760800363801728,1.8750286526383348,6.289051888073893,4.127961590648158,-1.534149263950702,1.3109337813243735,0.0,0.165119646691338,0.0282937982280651,0.0811768876285006,0.0683690023008483,0.161084529505582,0.0244897959183674,-0.0653540008378717,-0.7,-4.0,0.007222569339636,-0.0612808244387191,0.4020101036635271,289956.0,658573.0,264753.0,170000.0,0.006793411856702996,0.09270083570841989,0.10162792517805432,0.09974257344828995,0.02937508660108078,0.0022112152839200423,0.005359966066401882,0.013878491830062878,0.15664778240225458,0.03847713161638877,0.10571189526445815,0.13975519798108943,0.06102740318840888,0.023884975545611496,0.012865695982070324,0.8549437632599548,0.14505623674004514,3.75
5,1.0,01083,2019,2.63,3.46,6.5,6.5,2.0,5.0,0.0,0.0,1.5267175572519083,-8.418568056648308,3.814064362336114,-16.911764705882355,3.6585365853658534,-4.838709677419355,-5.62962962962963,12.162162162162163,1.2455516014234875,0.0,0.23112480739599386,0.0,3.485254691689008,6.704980842911877,-1.1904761904761905,0.0,0.0,0.0,-1.8347630969473525,-11.027951951780384,0.773034333867261,-3.74278374720327,4.146075220799841,10.859167915178057,0.08650392199985339,-8.787306867982469,-2.886346919623608,8.955223880597014,4.601695750764074,9.917047750717856,3.8404440715161683,0.33503643521232934,1.5137891461495687,0.0,0.0850470187041438,0.230888888888889,0.0936424118432215,0.0932554518291894,0.258503401360544,-0.0869565217391304,-0.198895027624309,-1.3,-9.0,-0.0001547683301729,-0.0597168597168596,0.3237122782186726,38639.0,98915.0,32020.0,183500.0,0.01460649662088511,0.09885742672627919,0.006474820143884892,0.0812910938433951,0.025179856115107913,0.0461404526987812,0.0,0.014012030531264217,0.18652378304604963,0.04379517767780418,0.08693322549663852,0.12847394227366932,0.041571045847444775,0.004326947379062832,0.0024566547035333366,0.8767798466593647,0.12322015334063527,6.24
6,1.0,01089,2019,0.9525,1.145,6.5,6.5,2.0,5.0,100.0,100.0,-0.12437810945273632,9.014133057566356,-0.19816695566014364,-2.536231884057971,1.0643821391484942,4.0093240093240095,7.636567897767168,-3.153153153153153,-0.9690394929302779,141.30944764342078,53.78141703627885,-0.6156552330694811,0.7489137891607592,5.125113053964426,1.0640980382268395,0.0,100.0,100.0,5.173531572805463,3.164492354178151,2.3889522517801547,12.085284803068825,0.18835541721815777,7.314198863386053,3.6996946781429862,1.4798485451557923,3.6675980705889697,33.03482798718058,40.77683589847317,3.745461494362698,3.360763090913584,3.8138925294888595,3.680555555555556,0.0,0.0844640240537404,0.0985718565864375,0.0922348315810141,0.0690152229659311,0.341513292433538,0.0765306122448978,-0.241992882562277,-1.5,-22.0,0.0005203536405787,-0.0679023891465908,0.4180054651402889,176728.0,372909.0,155878.0,193900.0,0.006419153365718251,0.033953179478665114,0.1392327208426232,0.11529284999615177,0.07152279056133666,0.011396011396011397,0.004403746679714805,0.007688202751877804,0.10658096211139984,0.040130433966463666,0.10017457342139771,0.1835058955401988,0.09977501213432768,0.007849099914456342,0.012630427262415228,0.9360748965608354,0.06392510343916456,7.55
7,1.0,01095,2019,1.325,1.5275,6.5,6.5,2.0,5.0,0.0,0.0,1.694915254237288,6.451612903225806,-0.32546786004882017,-1.6216216216216217,3.0048076923076925,5.868544600938967,-2.768166089965398,-7.222222222222221,2.0746887966804977,-0.31803725579282144,3.155768745266347,-13.106796116504855,4.553264604810996,3.8664323374340945,-1.9000703729767767,0.0,0.0,0.0,0.7994843635732612,2.55240947454397,-2.769935308894471,7.073988463380604,2.389805639860913,5.086437552853757,5.2362134763955765,11.228066938504401,157.67658600392414,2.4163502820849447,4.359963577111089,12.947485722245439,2.613166989800219,167.53777187448117,2.758795598326124,0.0,0.115397899718542,0.216177523264137,0.182650313515014,-0.0297480550550819,0.121212121212121,-0.220588235294118,-0.0524781341107871,-0.8,-45.0,0.0196001060185925,-0.0634725634725634,0.3650773968214603,40271.0,96774.0,35330.0,135600.0,0.01693201920646955,0.11226851851851852,0.14645072363886974,0.04128738621586476,0.03670411985018727,0.012322628827483197,0.0,0.0119246905160477,0.15761464856263047,0.04002108004216008,0.09546985760638188,0.10031620063240126,0.026711720090106847,0.00325500651001302,0.004081674830016327,0.8659738222461886,0.13402617775381145,3.36
8,1.0,01103,2019,1.1,1.28,6.5,6.5,2.0,5.0,-2.0,68.75,18.181818181818183,3.627906976744186,3.14192849404117,2.73972602739726,1.7024426350851223,15.706806282722512,9.626038781163434,-1.5050167224080269,3.259452411994785,2.591792656587473,0.9288468279004557,22.968197879858657,-0.022799817601459188,4.751381215469613,0.30135610246107486,0.0,2.5391996255558156,-0.7565570742519394,2.911005038664613,1.802895843063989,4.78882731765763,-1.6498724605170323,3.7711807998782874,6.130005833269928,7.3444267152951905,0.49213728191000916,6.222114058570617,0.23875898680823252,2.1244567460606505,1.7317270937101819,4.964675658317277,3.941198469549208,2.410608139003201,0.0,0.0596026490066225,0.108457069076824,0.115133301248449,0.0890020180424229,0.147368421052632,-0.135802469135802,-0.286075949367089,-1.6,-41.0,0.0033515175205549,-0.05456301303718,0.38828867219813,51970.0,119679.0,46470.0,151600.0,0.0,0.21915332989158492,0.13381436536569366,0.12396069538926682,0.0640595009596929,0.008223684210526315,0.0,0.018148547364199234,0.19528906491531514,0.04938209710976863,0.08506087116369622,0.10583310355200161,0.040007018775223724,0.010285847976670929,0.005063544982829068,0.8867812911474534,0.1132187088525466,5.52
9,1.0,01115,2019,3.46,3.46,6.5,6.5,2.0,5.0,0.0,0.0,5.426356589147287,14.662960389159139,-0.4921259842519685,60.0,1.3071895424836601,5.617977528089887,0.0,2.857142857142857,12.091503267973856,2.6476578411405294,-0.9040683073832245,3.3333333333333335,-1.486988847583643,14.123376623376624,-0.6756756756756757,0.0,0.0,0.0,3.141280353200883,8.508006769951828,6.115371359641564,-31.907500801187442,4.20182283406289,5.820513457762756,4.9629018961253095,11.610838545868102,-2.3004023004023004,3.7639877924720246,6.743523316062176,6.568165688108911,5.637086819366342,4.314240351734245,-2.748770404162806,0.0,0.036207345662933,0.308536585365854,0.0855372447191908,0.132178075163238,0.569767441860465,0.490566037735849,0.0203619909502261,-1.8,-33.0,0.0067188346884367,0.0181739879414297,0.3667552953793905,39999.0,89512.0,32829.0,164600.0,0.0,0.0538878842676311,0.21516900247320692,0.09925638538635628,0.0,0.058762886597938144,0.0,0.010009831084100456,0.20506747698632585,0.06980069711323622,0.09971847350075967,0.061042094914648314,0.028398427026543927,0.004814996871927786,0.0010054517830011618,0.8811262010843309,0.11887379891566911,4.27
