,home_value_median,median_ppsf,median_list_price,median_list_ppsf,median_sale_price
2385,288200.0,126.233020193733,293275.0,132.717872968981,330000.0
2391,85700.0,46.2832832832833,75000.0,47.2789115646259,99000.0
2392,91200.0,51.3698630136986,98000.0,56.1369760479042,109850.0
2393,94900.0,55.4629097182289,124900.0,60.7638888888889,129900.0
2394,103500.0,63.4493390116227,124995.0,68.8277087033748,140000.0
2395,116700.0,77.2727272727273,140000.0,79.8296966471527,145000.0
2396,143600.0,82.7263550872106,151885.5,93.200468933177,179450.0
2403,203600.0,88.646540027137,189000.0,91.7957544463568,223950.0
2404,224300.0,99.1838487972509,219900.0,103.421243703776,243000.0
2405,234100.0,105.616605616606,235000.0,109.213401310998,250000.0
2406,254300.0,112.64287709825,250000.0,117.466802860061,266000.0
2407,278700.0,120.239566431503,258904.0,125.124749967645,281000.0
2408,283300.0,126.223596084493,273652.0,129.283489096573,320000.0
2414,185500.0,65.7887868988228,247900.0,92.8789032749429,210200.0
2415,189800.0,92.6193921852388,215900.0,94.3373958998263,208000.0
2416,201000.0,94.7157434402332,204900.0,97.8400735294118,215250.0
2417,217500.0,98.9004142914992,211387.5,99.845910623946,238650.0
2418,238200.0,103.0,232715.0,105.760801502818,250000.0
2424,189400.0,86.7638609364417,208000.0,86.4807744750477,201285.0
2425,187400.0,91.2660440092243,235250.0,92.9221893491124,198500.0
2426,188600.0,96.5669286162823,209900.0,99.3188405797102,235250.0
2427,213800.0,103.983618763961,229900.0,108.371703641691,260000.0
2428,233700.0,114.864864864865,254900.0,109.830704116968,264900.0
2429,231200.0,114.483493077742,269900.0,121.824765135699,312400.0
2461,158800.0,93.7418040049619,149900.0,84.8135683760684,179100.0
2462,176800.0,103.046594982079,159900.0,92.904690508665,195500.0
2463,200500.0,117.284644194757,170000.0,102.141807494489,218000.0
2464,199800.0,129.62962962963,178403.0,104.097222222222,240000.0
2465,235100.0,130.123456790123,209900.0,118.213660245184,246000.0
2466,252200.0,140.165520408663,218450.0,125.191370911621,293000.0
2490,123300.0,67.95166858458,125900.0,65.8989549226988,143000.0
2491,133300.0,64.2159001063279,141850.0,72.1419975932612,167200.0
2492,158900.0,72.9674617673156,169950.0,75.6423754270232,179950.0
2493,161300.0,84.4424334056673,154450.0,87.9237228237822,180000.0
2494,170700.0,87.8781491903255,187812.5,95.8186839139986,213050.0
2495,182000.0,98.0557407998041,224900.0,102.592016588906,230000.0
2549,238400.0,95.079965987222,269900.0,90.8147379346134,289000.0
2550,240500.0,95.890052356021,274900.0,110.60393258427,280000.0
2551,277500.0,101.701183431953,286695.0,103.158223675174,277150.0
2552,280600.0,111.16367076632,334000.0,125.262824370192,311500.0
2553,293900.0,112.612612612613,310000.0,117.267663441806,349500.0
2554,305300.0,124.580543068962,329700.0,121.159212376934,349500.0
2559,132200.0,66.5280665280665,106450.0,58.1148121899362,110000.0
2560,120600.0,65.4925701706109,91400.0,62.5689055675699,120000.0
2561,119700.0,65.2544678525838,114100.0,67.4513539571849,139900.0
2562,135000.0,79.5192789183776,149900.0,76.0245035910435,121250.0
2563,128200.0,80.3782505910165,129900.0,87.9280711660574,149900.0
2564,138900.0,90.0226244343891,149000.0,94.9808883076017,170000.0
2569,276800.0,105.313837698298,280000.0,104.515050167224,285000.0
2570,299200.0,107.165855512447,299900.0,112.706991458573,325257.5
2571,323100.0,115.81636071807,329500.0,121.478401548973,335000.0
2572,349500.0,121.022056484502,353950.0,130.436515016354,354700.0
2573,351900.0,128.316749585406,370000.0,135.703896810633,361700.0
2574,363700.0,129.810331515515,374568.0,134.556986729118,405000.0
2589,248800.0,122.157894232978,190000.0,115.55924378565,244900.0
2590,274700.0,131.567324872864,220000.0,130.431305870272,270000.0
2591,288900.0,145.017182130584,230000.0,133.891787970338,280000.0
2592,306200.0,148.843892007485,259999.0,149.972589206903,270000.0
2593,333200.0,152.027027027027,260000.0,154.495017019715,310000.0
2594,357500.0,155.774702716333,260000.0,154.47504302926,335000.0
2611,151600.0,75.6497536250195,163700.0,87.7392324522299,56000.0
2612,172500.0,38.5674931129477,65000.0,38.9123867069486,67179.0
2613,174600.0,25.6325146793496,74500.0,49.2724867724868,219000.0
2614,170700.0,100.827423167849,319000.0,198.383084577114,186050.0
2615,185400.0,116.50868878357,169900.0,114.684572440087,224000.0
2616,196000.0,105.555555555556,303850.0,133.964059049457,219000.0
2644,172900.0,79.3435997134964,184045.0,83.2777777777778,195000.0
2645,183200.0,84.5600396708875,199900.0,89.2088421348751,219900.0
2646,194500.0,92.5302454199793,219450.0,96.0135641307846,228000.0
2647,220000.0,98.6378575269021,245000.0,105.042613636364,244900.0
2648,232600.0,107.164303325304,250000.0,108.373831775701,260000.0
2649,250200.0,113.134560456998,269900.0,117.859016104857,290000.0
2664,156400.0,87.3038381546606,159900.0,88.8609029746636,173700.0
2665,173600.0,94.7522188041441,214500.0,97.2734011185543,195000.0
2666,184000.0,99.6545768566494,192995.0,103.976653247788,226500.0
2667,195600.0,105.18008903278,209900.0,108.083560399637,233800.0
2668,217900.0,113.097793555317,249900.0,118.556701030928,255000.0
2669,227800.0,116.0,276400.0,123.168424577264,284650.0
2713,139700.0,70.3047091412742,154400.0,69.4440235690236,170000.0
2714,153300.0,72.9457406041429,179139.0,72.5058248588996,180500.0
2715,174900.0,77.9469307477313,191245.0,79.0525758962037,190000.0
2716,169600.0,82.2312983037785,198490.0,87.0343771166755,200000.0
2717,185400.0,89.4916881072392,201000.0,89.5054500690737,219000.0
2718,189300.0,98.610368786745,229450.0,100.043516100957,249400.0
2723,134300.0,75.9162303664921,144000.0,68.9292279411765,147500.0
2724,134400.0,78.3877038895859,204900.0,83.5632636972803,171900.0
2725,141800.0,81.4332247557003,137500.0,78.763707883026,181500.0
2726,129800.0,88.0091491308326,181950.0,85.2899397263985,197500.0
2727,143900.0,90.7230772548628,192453.0,93.6074918566775,187900.0
2728,155000.0,93.9329738058552,195832.0,96.8013468013468,227000.0
2736,186500.0,97.1061093247588,229900.0,104.6,219900.0
2737,203800.0,106.559027218554,232707.5,104.970005088034,239900.0
2738,228900.0,112.646298462425,275000.0,119.898956356736,295748.0
2811,118600.0,74.9264273101825,98000.0,53.6595394736842,182500.0
2812,118300.0,80.8314087759815,149900.0,79.46735395189,170000.0
2813,135200.0,83.1840707964602,149900.0,80.9107635694572,157997.5
2918,112000.0,63.3840052875083,138000.0,66.9759016740177,130000.0
2919,128000.0,65.2938221998996,132950.0,68.9523081280536,146737.5
2920,142200.0,72.4220159835009,136000.0,70.0586185275376,180000.0
2921,148500.0,75.7177033492823,157700.0,81.9187026368768,179900.0
2922,165200.0,88.3036405886909,170000.0,93.6170212765958,180000.0
2923,161300.0,96.0477289868129,195000.0,99.4402985074627,225000.0
2928,140300.0,76.5832106038292,149900.0,72.7590221187427,161000.0
2929,147800.0,82.651135272363,161990.0,85.7823669579031,168312.5
2930,158800.0,87.8749547312329,206700.0,93.1312279895802,198642.0
2931,170400.0,96.8985365853659,216240.0,97.6536973344798,202400.0
2932,190100.0,100.202429149798,199900.0,108.218219293967,224950.0
2933,209400.0,111.618467782851,234900.0,115.127535482532,268000.0
3003,102200.0,17.0865737344094,69900.0,48.0742778541953,108450.0
3004,101600.0,65.2743275717305,115900.0,70.4493526275704,136400.0
3005,101800.0,75.1480457954994,129500.0,78.0762023735165,124900.0
3006,108500.0,70.8818635607321,119900.0,75.1044277360067,128500.0
3007,124500.0,80.7352941176471,139900.0,86.996336996337,175000.0
3012,137500.0,63.2616483417448,116280.0,62.9787109493208,145000.0
3013,149100.0,64.0855352004616,139900.0,62.8760929452629,147450.0
3014,166100.0,65.5966291190316,165700.0,75.5011135857461,179950.0
3015,155800.0,77.112676056338,189450.0,84.6394984326019,187000.0
3016,178000.0,84.7039473684211,140490.0,84.3104175453395,190000.0
3017,167700.0,91.6905444126074,189950.0,96.3702664594355,230000.0
3037,119100.0,80.461947887812,149450.0,83.6004287888892,128250.0
3038,138300.0,73.3936016404711,134900.0,82.5082508250825,189900.0
3039,118400.0,94.0291490362012,160000.0,96.4080966931844,201000.0
3109,115200.0,65.5867014341591,96750.0,63.7497169908408,120300.0
3110,125300.0,75.279113530144,115000.0,72.572642636964,154000.0
3111,133400.0,79.3236301369863,142900.0,77.0798898071625,132660.0
3112,140200.0,72.8871242200794,117250.0,75.5576600072288,147750.0
3113,138200.0,83.8172476148526,145000.0,93.8951908565753,167450.0
3114,147700.0,87.6488268135927,151990.0,86.5254139542036,220000.0
3146,154800.0,75.6863613470189,159900.0,76.869322152341,150000.0
3147,161300.0,81.6084346621517,162700.0,85.6117455138662,177900.0
3148,168900.0,87.5744978970343,195400.0,84.9176845459373,199000.0
3149,187300.0,96.0960960960961,199900.0,97.8713768115942,210000.0
3150,214900.0,101.754012717774,205000.0,109.727228047182,239500.0
3151,225700.0,113.882141250562,263600.0,117.455049362289,280000.0
3187,118600.0,19.3916647567455,139900.0,73.4768907563025,227450.0
3188,130600.0,562.516757436112,127200.0,71.6538981523209,149000.0
3189,127900.0,94.7251114413076,234900.0,105.573033707865,192000.0
3190,132400.0,90.3913043478261,252000.0,87.298626257988,144400.5
3191,131000.0,103.863878057426,1300000.0,236.363636363636,182500.0
3192,145700.0,98.7134817489836,181949.5,114.04465394674,162000.0
3211,304600.0,238.50363535162,385000.0,266.666,290000.0
3212,321400.0,247.007616974973,400950.0,290.408373369938,302500.0
3213,325000.0,235.366529205392,398000.0,314.587973273942,339500.0
3214,344800.0,246.514790887453,459900.0,298.170731707317,400000.0
3215,368200.0,288.435292194102,437000.0,322.320117474302,364000.0
3216,381000.0,284.859521331946,430000.0,325.903448568039,450000.0
3221,590600.0,444.203683640303,502499.5,465.116279069767,525000.0
3222,629900.0,460.963271094903,548888.0,479.818504524887,547000.0
3223,658900.0,495.762711864407,585000.0,548.196412116829,590000.0
3224,680200.0,513.47414420976,575000.0,576.07421875,545000.0
3225,701200.0,513.691110263364,600000.0,563.228438228438,620000.0
3226,739700.0,525.267993874426,610000.0,569.06193943231,650000.0
3231,492000.0,353.196527229676,670000.0,411.702873160476,505000.0
3232,495900.0,391.906497035573,442000.0,411.925911925912,531500.0
3233,558000.0,353.426014893106,595000.0,444.022713585722,575000.0
3234,560600.0,476.162097735399,637250.0,439.07464620291,647750.0
3235,627800.0,447.368421052632,709330.0,493.563577890868,717805.0
3236,622300.0,498.665166271429,699900.0,555.192684519922,825000.0
3241,534100.0,378.387764730551,647450.0,568.52204681546,515000.0
3242,569300.0,409.647779479326,749950.0,635.014941591959,540000.0
3243,600800.0,456.487614080834,749500.0,613.571428571429,590000.0
3244,641500.0,487.80487804878,783900.0,637.863445341733,620000.0
3245,629500.0,473.214285714286,749000.0,634.744947064485,645000.0
3246,697900.0,535.206549118388,755000.0,639.0328426766,729510.0
3251,197800.0,111.821086261981,237464.0,122.243871778756,230621.5
3252,218900.0,120.735482935471,249900.0,133.371169125993,245025.0
3253,232500.0,132.204209453062,251990.0,138.832658569501,274643.0
3254,256400.0,144.188471380153,305945.0,152.85387327373,318900.0
3255,296800.0,171.370967741935,338500.0,174.69718255754,349900.0
3256,334300.0,186.465364120782,372182.5,188.647456709957,425000.0
3325,129700.0,85.0111856823266,133950.0,87.6351465402314,148500.0
3326,149200.0,96.7671451355662,159900.0,94.9820788530466,165000.0
3327,153100.0,104.1015625,180440.0,110.739080306466,190000.0
3328,177300.0,119.380530973451,220452.5,124.651019080987,225990.0
3329,190500.0,138.566552901024,249900.0,141.913580246914,252000.0
3330,227300.0,154.848800834202,280000.0,159.680511182109,339445.0
3421,192100.0,110.952846904448,207000.0,120.0,215000.0
3422,197700.0,122.752040926331,231250.0,131.353075368241,248600.0
3423,239600.0,131.818181818182,264675.0,139.568020249892,260000.0
3424,263500.0,145.846950086362,279000.0,154.512005649718,299900.0
3425,276500.0,166.597957487017,349950.0,175.219321930521,342000.0
3426,306900.0,183.34771354616,328149.5,191.293539872788,400000.0
3523,149100.0,87.7922077922078,124000.0,88.7786596119929,147000.0
3524,139900.0,100.004950955978,138900.0,92.8564086750951,150000.0
3525,160500.0,88.2028665931643,179500.0,107.071428571429,180700.0
3526,162300.0,114.305270362765,160000.0,107.459824126491,194000.0
3527,183900.0,99.7596153846154,209900.0,120.760441292356,215000.0
3528,193900.0,138.339920948617,212900.0,143.156424581006,269900.0
3582,145500.0,85.6215796957814,150000.0,91.09396914446,135000.0
3583,157800.0,84.5410628019324,134900.0,95.7627118644068,147750.0
3584,161500.0,94.6959392521112,142400.0,96.8877551020408,145250.0
3585,169200.0,90.4170260169613,144400.0,96.2268156969934,148300.0
3586,167400.0,96.0822328009828,152400.0,101.834573591513,172000.0
3587,162500.0,104.845697992956,139900.0,101.759259259259,167950.0
3601,213600.0,134.391801075269,160000.0,119.765900383142,201000.0
3602,230900.0,143.329658213892,169900.0,128.444084278768,216345.0
3603,234400.0,151.275510204082,189930.0,139.083333333333,228000.0
3604,247600.0,158.333333333333,209000.0,146.728238859883,225000.0
3605,255900.0,153.421052631579,205000.0,148.017348203222,238250.0
3606,261400.0,162.408622908623,219900.0,150.809245177916,265000.0
3611,168600.0,81.6024436090226,129900.0,85.6565714285714,129000.0
3612,162600.0,79.3055555555556,154750.0,95.7037037037037,143000.0
3613,168400.0,88.7832105504519,158000.0,105.718762240501,149000.0
3614,169800.0,94.573747101837,140000.0,98.851308232291,145000.0
3615,178800.0,93.1615460852329,149900.0,98.4009971509972,168250.0
3616,188600.0,101.311583394659,165000.0,106.702127659574,199000.0
3624,279200.0,138.022083533365,204900.0,137.302133516862,238750.0
3625,293500.0,139.700078926598,234950.0,147.790952393082,249950.0
3626,300000.0,147.132657476664,250000.0,153.127610208817,269000.0
3627,308800.0,155.20989010989,259950.0,160.196038594521,260000.0
3628,317800.0,153.764162065274,249000.0,161.702585276339,272000.0
3629,316600.0,158.543819636097,279700.0,167.515260158117,300000.0
3693,218000.0,103.698359068882,169950.0,105.925414364641,179900.0
3694,229000.0,108.574953732264,204900.0,110.424901185771,200000.0
3695,232700.0,115.182045951277,199900.0,120.967741935484,210000.0
3696,237200.0,121.384867694831,208900.0,121.98953490802,217500.0
3697,246000.0,126.607738601178,229000.0,126.451180398549,221000.0
3698,247100.0,123.201407967033,215000.0,134.688339706467,253000.0
3703,136700.0,74.3494423791822,114500.0,74.8034197422378,105250.0
3704,136300.0,73.3333333333333,107400.0,80.348030210247,94000.0
3705,140000.0,71.973656946956,104450.0,79.265873015873,120500.0
3706,151100.0,84.5454545454545,114900.0,84.0915368271955,135500.0
3707,147300.0,92.6179459899503,124900.0,92.7001420420418,125000.0
3708,153300.0,91.5473153350987,119950.0,95.0281143581215,163450.0
3713,202000.0,89.8204273048411,179900.0,91.0581427716873,196000.0
3715,220300.0,100.965759438104,211940.0,101.348327013139,229000.0
3716,239200.0,106.521739130435,195000.0,113.45,230000.0
3717,239500.0,113.123875034293,257747.5,122.439864700296,221750.0
3718,262100.0,116.56977261273,250000.0,122.058188503864,258480.0
3723,247500.0,103.587962962963,161120.0,101.571706865153,199450.0
3724,258100.0,111.256923076923,176000.0,103.476331360947,213500.0
3725,264100.0,115.268817204301,206595.0,118.090909090909,229000.0
3726,262600.0,125.0575683144,199999.0,123.760330578512,227000.0
3727,269300.0,123.106060606061,228200.0,124.792013311148,228750.0
3728,274400.0,123.44919071614,229000.0,130.807379194045,273000.0
3733,121700.0,55.4363376251788,79900.0,64.8351648351648,87000.0
3734,131400.0,60.7852412488174,88400.0,62.7,102500.0
3735,122700.0,70.8674380129308,75500.0,65.1111600264143,90000.0
3736,135300.0,61.1720698254364,117450.0,80.2676099078254,99500.0
3737,126300.0,75.5494505494505,121500.0,76.9745649263721,143250.0
3738,125300.0,90.8181818181818,126900.0,84.6192364290386,135000.0
3763,210900.0,90.1244588744589,164900.0,99.8875,179900.0
3764,205300.0,95.7290132547864,187200.0,100.000059417612,182500.0
3765,216700.0,101.105845181675,180000.0,105.219054448992,196000.0
3766,227900.0,110.658124635993,195000.0,113.598484848485,211500.0
3767,233200.0,112.540849673203,208900.0,122.315035799523,213875.0
3768,236100.0,111.78723849513,224990.0,119.502542797794,235000.0
3778,128200.0,82.0610687022901,106000.0,78.1034482758621,115000.0
3779,130300.0,81.9585770872135,94900.0,79.2857142857143,125000.0
3780,137700.0,84.8214285714286,96250.0,80.4811217008797,128000.0
3781,131600.0,91.3327120223672,118950.0,89.8452648561602,141000.0
3782,136600.0,98.336712269407,98000.0,79.5660036166365,126500.0
3783,143100.0,96.6536935286935,107900.0,81.8452380952381,148500.0
3823,123600.0,65.8682634730539,97000.0,63.2958801498127,114900.0
3824,115000.0,73.7654320987654,110000.0,74.0240912031523,129000.0
3825,132700.0,78.9136413641364,109450.0,80.2074579831933,115000.0
3826,128500.0,79.8688033799557,118900.0,79.7970479704797,115000.0
3827,132200.0,78.4872298624754,115000.0,76.1111111111111,148450.0
3828,140100.0,85.0374143243413,141450.0,89.4302122551427,160000.0
3855,209400.0,95.7613814756672,163900.0,95.9413156785098,170000.0
3856,213700.0,101.486988847584,179900.0,103.324348607367,195000.0
3857,224600.0,109.488272921109,199900.0,114.296685340803,202250.0
3858,230300.0,115.309346724146,216950.0,118.6875,220000.0
3859,242800.0,120.433560818948,199999.5,122.521498771499,226750.0
3860,251600.0,122.714285714286,229900.0,125.149572649573,254950.0
3865,108200.0,53.4591194968553,68000.0,45.6043956043956,83300.0
3866,117800.0,52.6889534883721,72100.0,57.9798318888094,99900.0
3867,117400.0,64.6895143791084,79900.0,62.7323420074349,95500.0
3868,118300.0,66.4961636828644,89900.0,64.9979899448939,103000.0
3869,121800.0,70.8200692041522,104900.0,72.2162740899358,126000.0
3870,126500.0,75.7005437055625,103700.0,74.3954248366013,132000.0
3875,132400.0,71.9349177330896,187000.0,85.644590004852,162000.0
3876,136800.0,75.4367778546358,127450.0,76.652416897744,155900.0
3877,147500.0,78.3590188843065,174900.0,85.068093385214,155500.0
3878,148500.0,80.5729632945389,154450.0,89.7380743153016,143042.5
3879,155700.0,83.0234687792827,169900.0,89.6990740740741,184950.0
3880,174000.0,91.616490935997,189450.0,97.5024980696734,210000.0
3888,221600.0,96.4788732394366,282500.0,100.862632518121,278700.0
3889,244900.0,104.559096862102,225000.0,106.336805555556,329900.0
3890,258000.0,108.585858585859,235000.0,103.726846134848,335245.0
3905,129500.0,80.0139178844816,144950.0,92.204081632653,137900.0
3906,137500.0,77.5538894095595,143900.0,88.4182908545727,142450.0
3907,136800.0,91.2725045275381,141900.0,87.3973002485127,150000.0
3908,137200.0,92.7083333333333,158900.0,93.8894083630926,168900.0
3909,154600.0,102.700646633701,171450.0,108.02373265138,184900.0
3910,164200.0,110.422670509126,170000.0,112.323064113239,193000.0
3955,160300.0,74.796110237763,144950.0,83.8034369844784,127500.0
3956,159900.0,70.7070707070707,125000.0,74.8944984533805,149900.0
3957,164900.0,89.4295302013423,125000.0,83.1384892086331,160000.0
3958,170700.0,88.6235388956066,130000.0,87.7061469265367,172450.0
3959,174600.0,92.1244709746699,190400.0,93.545869291291,190000.0
3960,187900.0,99.2647058823529,219950.0,113.710113555713,219950.0
3975,233100.0,84.7791798107256,232000.0,92.0135938827528,250000.0
3976,235500.0,88.6021262419122,268950.0,92.6121356751707,245250.0
3977,244100.0,94.3914234446291,268700.0,98.0477394205845,280000.0
3978,266500.0,97.3066989907541,289500.0,104.881691558986,297750.0
3979,280100.0,103.703917973776,299749.5,109.172091131001,294490.0
3980,291500.0,106.420735516464,306000.0,115.870730073677,320000.0
3986,154700.0,74.9198717948718,159900.0,72.478162406988,151500.0
3987,169000.0,78.1609195402299,149500.0,85.9126984126984,185000.0
3990,203100.0,95.9647284949483,217425.0,111.998866931049,226948.5
4005,168700.0,77.2654561175962,167450.0,80.5249469577715,155000.0
4006,169500.0,79.0957446808511,168900.0,80.4771179826686,172000.0
4007,174100.0,83.3806280741581,181400.0,90.5844155844156,182500.0
4008,186700.0,92.8594238722755,189000.0,96.6271649954421,214000.0
4009,199100.0,93.75,208500.0,95.0,224450.0
4010,219400.0,102.199066948826,232900.0,108.348982785603,240000.0
4044,147800.0,73.93840330351,130000.0,73.2643380767572,141559.5
4045,148400.0,77.4317967858105,156500.0,81.0960115980888,165000.0
4046,151500.0,84.1539838854073,159900.0,86.0644257703081,171000.0
4047,164700.0,88.5036496350365,176990.0,90.0576368876081,198450.0
4048,178700.0,94.3916729782042,215000.0,96.9491525423729,207500.0
4049,185500.0,100.813283632667,209995.0,103.634453781513,237750.0
4054,89300.0,45.0020275750203,69900.0,47.1230158730159,82950.0
4055,88400.0,49.9694174056777,65950.0,43.7876449611938,84000.0
4056,92900.0,50.3237198351972,77400.0,48.3558868894602,102600.0
4057,94200.0,61.8402624207578,80000.0,54.5040946314832,83900.0
4058,107200.0,62.2788714506033,89900.0,62.044701986755,120000.0
4059,108500.0,65.771097054236,104950.0,65.8976190724499,138100.0
4064,117500.0,61.9714163796825,99900.0,59.719111760251,116500.0
4065,122400.0,64.5407459220769,99900.0,58.1363636363636,126000.0
4066,128300.0,67.8925035360679,115000.0,65.91796875,135000.0
4067,137400.0,74.2990654205608,127000.0,72.394528249054,145000.0
4068,142700.0,80.0220750551876,135500.0,76.9880715705765,162600.0
4069,155300.0,89.2857142857143,149900.0,87.6180126571817,182000.0
4084,140400.0,68.4931506849315,130450.0,71.1327410504312,132500.0
4085,156900.0,74.8621323529412,139900.0,80.7745890220117,149900.0
4086,147100.0,85.1197982345523,139900.0,89.1715692278976,149450.0
4087,163600.0,83.0130537827044,149500.0,87.714899713467,160000.0
4088,158400.0,91.0163286355887,164900.0,86.2068965517241,181500.0
4089,171100.0,106.041923551171,174500.0,107.069459322283,204000.0
4176,90700.0,20.4943928016143,53500.0,40.1959107897501,21051.0
4177,102400.0,14.84375,38875.0,26.9675925925926,142900.0
4178,98700.0,49.5148995148995,45000.0,13.3214920071048,144000.0
4179,105900.0,43.8222763237979,49000.0,33.4699453551913,63950.0
4180,92000.0,23.4741784037559,74900.0,39.8370273840122,80000.0
4181,102100.0,56.1797752808989,68900.0,61.2146680651753,127500.0
4237,205700.0,149.763531266421,225500.0,144.963331996284,290000.0
4238,234700.0,157.266811279826,257400.0,149.653707421471,282000.0
4239,243300.0,156.521739130435,273400.0,168.206506864725,298390.0
4240,269600.0,166.796440599879,250000.0,171.857142857143,287375.0
4241,284000.0,156.794425087108,283240.0,169.847612757124,306500.0
4344,161000.0,112.639417611486,139900.0,110.347460862925,170000.0
4345,159800.0,122.456669178598,170000.0,126.485243388271,167000.0
4346,171800.0,125.437062937063,169000.0,129.26934716818,182250.0
4347,180700.0,135.085000469616,179900.0,138.18995251081,179250.0
4348,189200.0,139.968895800933,186000.0,140.683646112601,213990.0
4349,198400.0,146.853146853147,199900.0,149.6138996139,225000.0
4354,129100.0,81.5850815850816,206950.0,95.9072978303748,130750.0
4355,136400.0,74.4336772168803,132450.0,75.6306734003978,122000.0
4356,136400.0,82.4773413897281,129500.0,77.4566666666666,80750.0
4357,141500.0,64.6904096834264,177925.0,102.852732472568,208500.0
4358,141700.0,109.337113334974,208000.0,91.3102511880516,167500.0
4359,145200.0,100.069864927806,152200.0,88.6990801576872,171000.0
4364,167000.0,128.731447946339,139400.0,108.213085928146,196500.0
4365,177400.0,136.588818117481,179950.0,152.040706241231,170250.0
4366,173800.0,134.469173247836,174900.0,142.602495543672,179250.0
4367,200300.0,138.503086419753,222150.0,155.567226890756,194750.0
4368,191300.0,151.629192073171,262000.0,156.752136752137,214500.0
4369,200000.0,156.163758116883,225000.0,154.20200462606,220000.0
4404,221400.0,107.737512242899,224157.0,110.046397332993,233250.0
4405,230900.0,110.833557870786,239925.0,116.734143049933,250000.0
4406,242900.0,115.13844109746,263000.0,124.617025932815,264900.0
4407,255200.0,122.697512253303,274900.0,131.513680033417,285000.0
4408,277300.0,128.997003349198,295200.0,133.885102239533,298037.5
4409,290100.0,132.019014828145,299900.0,140.373515608263,325000.0
4414,160300.0,90.4219691895512,134500.0,81.6895295901841,170000.0
4415,170500.0,91.5032679738562,169000.0,86.0397479398934,191675.0
4416,174700.0,92.7027027027027,145000.0,87.5388806635633,193000.0
4417,177600.0,105.096830985915,199500.0,109.390876661982,186250.0
4418,196000.0,84.946532122333,157749.5,91.6295721568562,192000.0
4419,208500.0,99.1379310344828,169000.0,89.4971500949968,217500.0
4444,87200.0,54.2383381941283,70000.0,62.9194324273747,90000.0
4445,89300.0,64.4345238095238,78750.0,56.4377682403434,105000.0
4446,93300.0,72.2774446494465,96000.0,80.1985854457869,120000.0
4447,108400.0,83.3333333333333,124000.0,86.7823765020027,144500.0
4448,107200.0,86.5180467091295,117875.0,80.6671588736043,149500.0
4449,104700.0,101.610429447853,130000.0,87.8295254833041,167500.0
4483,181300.0,94.7063606672425,173700.0,93.2436312685125,165000.0
4484,185700.0,96.6011096998462,177450.0,105.225653206651,178000.0
4485,178600.0,105.607498668957,161500.0,113.165907163633,175000.0
4486,191500.0,105.294825511432,185000.0,108.453887884268,210950.0
4487,195800.0,115.797856818624,193720.0,107.383681726231,219000.0
4488,189200.0,119.369999739091,224950.0,122.363465160075,235000.0
4526,143700.0,93.2666666666666,135000.0,95.6,157000.0
4527,147200.0,98.9268292682927,168900.0,103.135888501742,166965.5
4528,156600.0,108.754272043746,166750.0,111.579380572996,192556.0
4529,164600.0,113.872155287818,185000.0,107.459677419355,176000.0
4530,173600.0,116.990411552943,209900.0,115.282258064516,195000.0
4531,188900.0,122.428591743865,209950.0,127.95359886202,218080.5
4536,157600.0,82.8551148820486,96150.0,76.0616055009195,121000.0
4537,164100.0,82.8807982078773,133000.0,97.0857142857143,130000.0
4538,166000.0,86.6038723181581,112500.0,87.7525252525252,145000.0
4539,180500.0,99.6138693459297,135900.0,94.2234211720678,137450.0
4540,177500.0,101.044432182481,149000.0,107.638888888889,190000.0
4541,178100.0,121.259842519685,182450.0,124.028822055138,180500.0
4575,165500.0,90.6666666666667,159900.0,96.2474645030426,185000.0
4576,170200.0,95.0579470198676,164250.0,94.9183494536651,177000.0
4577,181200.0,99.774943735934,174950.0,103.461538461538,189450.0
4578,193100.0,106.937052738568,180950.0,106.506363052755,193000.0
4579,193300.0,108.637105324708,189000.0,113.215314944422,203970.0
4580,211400.0,120.192307692308,214259.0,119.124461979914,229000.0
4662,153100.0,85.6780973886369,135000.0,85.7205551694912,158600.0
4663,155700.0,91.0710909434676,141500.0,89.8082744702321,161500.0
4664,164500.0,95.1337244824612,159250.0,96.4604575316386,169900.0
4665,174400.0,100.45742434905,159900.0,101.717850566915,175450.0
4666,182500.0,105.046785440175,169450.0,109.789569990851,190000.0
4667,185700.0,110.595790224759,169947.5,109.117647058824,206250.0
4682,149700.0,86.8085106382979,107500.0,87.2031022782356,117000.0
4683,148000.0,91.7410714285714,89900.0,83.2638888888889,122600.0
4684,153000.0,93.0059523809524,119000.0,89.863107638388,140450.0
4685,159200.0,107.808857808858,141000.0,94.7204968944099,147400.0
4686,162300.0,107.971974885605,159949.5,108.232235701906,168000.0
4687,176700.0,119.160040933356,150000.0,118.22871883061,178000.0
4733,149500.0,65.7786527322072,142325.0,82.6538461538462,140000.0
4734,149000.0,73.1982892166768,135450.0,82.0473251028807,152500.0
4735,153100.0,84.3513670738802,162450.0,93.8486844834596,155000.0
4736,159700.0,89.5890410958904,161249.5,94.0814763231198,179900.0
4737,161800.0,93.2648916967509,179900.0,102.063110825048,181815.0
4738,176400.0,102.935327812899,179900.0,101.939333664843,207000.0
4797,265900.0,107.540020485806,269900.0,104.474852071006,311750.0
4798,287800.0,116.157952019361,254900.0,113.628086411425,310000.0
4799,304200.0,131.484962406015,249450.0,130.054563492063,307500.0
4800,300600.0,114.961847804598,297500.0,121.84619134217,369000.0
