date,county_fips,Pred_log_median_sale_price,median_sale_price,year,log_median_sale_price,region,log_pred_errors
2020-05-01,33017,12.535736879807263,289166.5,2020,12.574757925765999,"Strafford County, NH",0.039021045958735456
2020-06-01,33017,12.535884382430202,287966.5,2020,12.570599432908008,"Strafford County, NH",0.03471505047780532
2020-07-01,33017,12.542802055749851,289933.0,2020,12.57740514078732,"Strafford County, NH",0.03460308503746923
2020-08-01,33017,12.547852524232258,300000.0,2020,12.611537753638338,"Strafford County, NH",0.06368522940607946
2020-09-01,33017,12.550397011274681,300000.0,2020,12.611537753638338,"Strafford County, NH",0.06114074236365674
2020-10-01,33017,12.554343700366628,292533.0,2020,12.586332759803113,"Strafford County, NH",0.031989059436485334
2020-11-01,33017,12.553549520678445,307250.0,2020,12.63541702742828,"Strafford County, NH",0.08186750674983578
2020-12-01,33017,12.557050696180463,312500.0,2020,12.652359748158593,"Strafford County, NH",0.09530905197813055
2020-01-01,33019,12.061186226616963,175000.0,2020,12.072541252905651,"Sullivan County, NH",0.011355026288688563
2020-02-01,33019,12.05179684858603,157500.0,2020,11.967180737247824,"Sullivan County, NH",-0.0846161113382049
2020-03-01,33019,12.072013641064146,221500.0,2020,12.308177868467327,"Sullivan County, NH",0.23616422740318121
2020-04-01,33019,12.069105709730447,145000.0,2020,11.884489021402711,"Sullivan County, NH",-0.18461668832773626
2020-05-01,33019,12.094532326426815,280000.0,2020,12.542544882151386,"Sullivan County, NH",0.44801255572457066
2020-06-01,33019,12.093237233145414,250000.0,2020,12.429216196844383,"Sullivan County, NH",0.3359789636989685
2020-07-01,33019,12.067178927375213,247000.0,2020,12.417143615610113,"Sullivan County, NH",0.3499646882349001
2020-08-01,33019,12.052142914404499,219300.0,2020,12.29819593440598,"Sullivan County, NH",0.24605302000148122
2020-09-01,33019,12.048738612409737,216933.0,2020,12.287343829087355,"Sullivan County, NH",0.2386052166776178
2020-10-01,33019,12.043863166357449,235000.0,2020,12.367340793126296,"Sullivan County, NH",0.32347762676884706
2020-11-01,33019,12.023884520402753,220000.0,2020,12.301382825334498,"Sullivan County, NH",0.2774983049317452
2020-12-01,33019,11.991372985578188,231500.0,2020,12.352335152508426,"Sullivan County, NH",0.3609621669302374
2020-01-01,34001,12.167326602210785,173500.0,2020,12.063932878369052,"Atlantic County, NJ",-0.10339372384173373
2020-02-01,34001,12.169742451950677,184750.0,2020,12.126758838810447,"Atlantic County, NJ",-0.04298361314022969
2020-03-01,34001,12.181274271257736,210000.0,2020,12.254862809699606,"Atlantic County, NJ",0.07358853844186974
2020-04-01,34001,12.200548004081224,219900.0,2020,12.300928176542852,"Atlantic County, NJ",0.10038017246162845
2020-05-01,34001,12.220430728183988,200000.0,2020,12.206072645530174,"Atlantic County, NJ",-0.014358082653814108
2020-06-01,34001,12.226232973450413,235250.0,2020,12.368404057447625,"Atlantic County, NJ",0.14217108399721212
2020-07-01,34001,12.240743408324576,245000.0,2020,12.409013489526863,"Atlantic County, NJ",0.16827008120228726
2020-08-01,34001,12.254381400127293,241000.0,2020,12.392552212472792,"Atlantic County, NJ",0.1381708123454981
2020-09-01,34001,12.266521054208317,249450.0,2020,12.427013773289183,"Atlantic County, NJ",0.1604927190808656
2020-10-01,34001,12.273781057611663,240000.0,2020,12.388394202324129,"Atlantic County, NJ",0.11461314471246631
